LIMIT_BAL,AGE,INCOME,UTILIZATION,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,risk_level
618728,53,60195,0.82,7,6,5,6,6,-1,262130,124612,388087,190658,284175,262582,24505,70033,160884,38770,93801,158430,2
918859,35,119854,0.59,7,5,6,4,8,1,181101,114971,404233,219789,225280,116384,111752,124698,187352,133272,40419,74528,1
975208,61,199030,0.08,-1,8,-1,-2,2,6,447642,308070,314140,316537,179355,225840,9118,95778,148325,91299,27962,51979,0
405970,60,40065,0.14,0,2,3,6,6,-1,353106,230584,101443,6486,15648,122502,192856,93781,112215,90467,83228,8542,0
339604,65,172578,0.73,-2,4,7,2,-2,2,15796,428575,48001,195259,102800,332082,185082,153894,144735,134770,734,45084,2
264117,36,114200,0.76,4,-1,5,2,6,-1,367961,474924,293535,402639,476538,273169,176632,154199,71089,156977,118361,105689,2
788165,60,19300,0.96,4,7,1,4,0,-2,264809,67930,335733,341725,297600,240974,150111,195519,115748,170368,181900,99,2
516727,40,101920,0.21,-2,-2,1,3,-1,-1,238849,209801,451554,346389,353173,285845,86918,109604,32344,7033,145020,14582,0
160373,21,141135,0.65,7,6,-1,4,1,5,75714,106433,419463,123780,196863,375555,197085,109160,38075,118489,116987,156810,1
974069,29,186390,0.43,5,7,-1,1,7,2,37054,250123,196764,353634,325663,177554,125500,130806,12038,184818,178685,18753,1
317014,66,109828,0.11,1,-2,2,6,3,6,270802,378983,128524,405827,141180,349575,102449,14280,195276,5091,14048,76912,1
68909,41,199962,0.34,5,-1,0,7,8,-1,5374,61406,489618,175999,268402,169358,42394,4376,61529,67874,145183,95872,1
321261,30,68228,0.37,6,0,-2,4,-1,-2,25367,479282,62268,176913,22448,162469,70205,165966,116557,33859,141614,55183,1
299975,21,187573,0.45,-2,8,4,3,3,5,414388,225298,280043,464193,75651,468822,31628,138931,21335,43850,15292,116919,1
903906,44,196489,0.29,5,5,7,2,2,5,291795,302007,492546,334931,293537,100593,144146,150546,60752,168406,161571,185055,2
668214,55,126379,0.55,-1,3,0,-1,1,0,72906,97677,277383,90587,359697,368256,190384,76719,161765,114163,37968,139093,1
487538,56,196200,0.61,1,3,-2,4,8,7,130271,253080,301469,232091,105588,399949,175397,140485,51804,146090,82342,132066,1
177463,25,64760,0.41,8,4,1,2,0,3,239376,272561,205832,461753,72340,221967,107383,107208,35193,102387,91948,193134,1
151536,43,162920,0.37,1,6,5,0,3,7,357211,335412,155588,330738,152031,26169,174897,28734,164268,118403,80104,97904,1
856560,51,193148,0.66,-1,1,7,6,2,2,252992,286400,186806,303596,174561,424364,36429,6103,36089,93312,51611,75351,1
301981,26,178100,0.05,-2,5,-1,3,7,2,63785,50749,67831,35826,71564,56839,134428,62564,26632,58559,170984,89592,0
540533,27,73371,0.87,-1,1,6,6,1,1,236608,468408,411929,138479,303616,104343,35179,120719,188693,80118,172425,83792,2
381145,68,196485,0.97,1,8,2,4,8,-2,146125,171738,474235,390106,367793,75850,73215,156736,110235,165832,2010,53051,2
836872,18,42175,0.06,-1,1,-1,6,7,6,436134,499771,349078,361068,197228,375549,166467,125669,71111,161433,98604,187412,0
230685,65,75300,0.71,4,4,-2,4,6,3,228599,430001,384530,333586,323902,256040,79056,134703,163946,21297,185005,192229,2
697779,67,71709,0.25,-2,1,2,-2,6,0,185243,106507,302258,15165,94070,383970,124079,55067,172440,136429,107424,90390,0
979167,25,190432,0.43,1,4,1,4,8,1,188662,396171,102548,342907,253453,113231,14028,63061,96549,61360,133209,97554,1
547275,27,129928,0.27,5,1,6,1,6,2,156352,239192,498454,196385,487651,131868,59030,103334,3756,56258,103703,125723,2
200619,60,151806,0.21,5,4,1,5,1,6,198985,363547,271819,90173,120628,267415,133785,36337,133652,147401,114384,59365,2
655950,66,132544,0.44,-2,3,-1,0,8,2,230709,69583,197183,314595,377364,428706,43736,58294,86865,156786,192269,82755,1
810416,42,174529,0.37,2,4,4,-1,2,2,194714,385110,120900,107108,257420,192619,73788,42695,95044,165388,103971,21890,1
50005,48,194071,0.43,6,-2,0,4,6,-1,136845,192096,456208,259912,69953,263767,122130,50028,36606,108963,156565,37090,1
284152,56,120532,0.81,2,8,0,3,7,3,207410,172051,101409,99421,62561,344678,79697,12623,45591,135226,117816,164073,2
319182,20,95957,0.98,8,5,3,1,3,8,101020,75119,278340,161688,331231,187032,21665,96627,69423,1132,60688,57880,2
842846,56,131449,0.14,2,-2,2,0,5,-2,42269,394800,238378,48959,258212,85185,157009,40674,106874,96756,145127,94334,1
530875,55,169366,0.74,3,1,0,5,8,3,48860,205357,287984,307397,19036,411288,155126,151073,69259,4164,93918,85346,2
905938,52,160148,0.55,5,6,1,5,3,6,110453,403403,392652,212641,485321,241687,59353,149423,169440,186023,135748,187966,1
913018,25,151643,0.37,4,7,2,5,3,8,96882,432120,496675,1603,96169,242972,181169,149568,139747,109088,185614,24039,1
445822,18,89910,0.66,4,3,4,4,3,2,303971,386010,470578,491913,460863,303119,54926,147912,197051,33292,169611,69099,1
852914,22,148012,0.88,4,0,-1,2,6,8,495094,59837,321530,450055,250184,438090,104613,169278,136558,93863,10027,58002,2
804189,68,132610,0.64,-2,-2,3,2,5,5,57852,207879,172129,42281,481755,11317,155412,83786,62342,96413,87557,88288,1
252945,44,48180,0.7,-1,3,1,-1,-1,7,101247,486107,25007,140284,377861,90564,166698,29238,33374,59453,189514,155788,2
608236,62,22606,0.15,2,8,2,6,4,3,343214,300168,479150,222155,404661,150758,193009,79226,2791,37282,74186,154767,1
402131,43,126929,0.71,2,-2,2,3,5,3,313202,160031,43360,47350,190125,357652,106735,94205,162978,184387,183539,142610,2
272873,60,165679,0.99,7,0,7,4,2,3,14818,173018,433494,276613,447185,256284,32233,36730,196022,54159,186158,163789,2
272322,43,65255,0.96,1,5,5,2,7,-2,251260,27626,475263,151242,436494,112592,122164,156829,189786,40150,33989,112611,2
70875,28,26400,0.41,5,2,7,4,6,4,371688,114967,238106,360057,167924,332069,23227,94020,6833,194836,40898,111155,1
325201,51,61804,0.88,5,1,2,-1,5,0,170409,396511,432934,814,396019,74230,167772,55539,7730,55058,43321,186668,2
82400,58,20569,0.59,5,7,7,7,6,8,147602,336935,71495,382328,156955,122480,48437,73723,114521,54515,196290,10601,1
514674,19,90137,0.12,6,0,2,3,8,0,133860,38505,84093,229080,18182,236231,196453,8775,169800,143709,49037,93497,2
118607,38,105276,0.98,8,7,-1,0,3,4,133470,298781,78870,216967,74042,152431,189884,91256,32411,105405,69396,122027,2
923993,68,101724,0.61,4,7,2,-2,4,3,182920,19708,347379,61246,113513,447852,118916,192853,84369,115540,193575,40825,1
339647,43,95173,0.11,4,7,-2,-1,7,0,281771,59731,360013,392153,301809,400704,173581,8928,186740,30429,59500,117133,2
466981,29,159133,0.57,5,3,7,7,-2,2,430444,458114,452743,90868,103220,491051,112918,190119,114727,93681,165668,80618,1
151096,26,64147,0.72,1,1,-2,1,7,-2,329208,287984,86954,334990,179512,171060,83942,113642,131564,136713,106980,151010,2
620900,58,32455,0.24,5,4,1,-2,4,-1,171594,265847,430993,427524,24991,382184,179172,89937,85667,51754,170112,138667,2
934750,40,171798,0.68,-1,5,-1,-1,6,1,113724,345194,458681,179332,28428,140566,128831,44669,57946,68935,64028,174633,1
311538,59,152863,0.97,1,5,2,0,4,2,423109,305696,357715,78672,65357,153007,45611,97156,64031,42642,116054,85601,2
134335,22,83090,0.23,8,3,0,3,-2,0,415486,333767,19972,260418,473598,476540,167166,168602,63952,193595,35392,4270,2
413133,26,154340,0.49,7,2,8,-2,-2,5,436316,67116,316390,95572,199041,251240,102180,191035,138750,92825,7797,133675,1
667300,67,25946,0.31,8,4,6,6,7,3,393247,492329,451880,182228,3301,288989,131680,187661,44877,69293,118186,83716,1
131748,27,125659,0.39,8,6,6,4,2,0,91031,382254,40734,471299,167469,53466,11549,123520,112314,110218,147460,7453,1
976932,66,149055,0.84,-2,7,3,1,0,2,499191,50242,360055,304533,107143,2380,120378,165657,162103,110563,73597,92351,2
736779,27,168999,0.82,2,5,-1,-1,-2,-1,279900,169462,369014,210469,252114,335558,126466,2497,141649,125429,165877,141807,2
115195,31,156368,0.01,8,2,2,-2,4,7,441983,183436,482730,415134,202573,62997,136654,107416,41182,129382,133312,108213,2
779055,53,114530,0.12,4,0,-1,6,-1,6,110897,43842,171395,425272,246547,295614,45940,30187,20644,147771,159589,38810,2
664134,27,18154,0.35,1,8,5,-2,0,5,132140,335080,416809,175270,81451,310818,104873,54850,150305,72111,89898,129009,1
676692,67,79105,0.3,-1,4,6,3,5,1,84826,341828,91247,159325,370041,208527,163977,119394,134643,122604,23094,106866,1
351286,54,49042,0.09,1,4,2,-2,1,1,57498,283490,289329,132756,258172,207140,156002,8410,65101,25953,77009,107433,1
835608,58,99309,0.69,3,5,5,1,5,4,212070,1404,369468,350667,404551,291034,58280,175559,173988,131493,167529,97099,1
121540,55,93262,0.64,6,7,4,8,1,6,20658,122591,441361,167989,58342,217717,190363,177721,117502,143612,176290,95736,1
743649,65,21557,0.25,8,8,3,1,2,3,203296,123714,290320,352695,181342,417115,181924,170073,167945,151665,12968,112540,2
389092,39,41756,0.36,2,3,4,4,2,-2,29687,158596,405313,139669,226580,289014,28397,196238,192256,179958,77736,96738,1
895383,40,27132,0.49,7,8,6,7,7,2,313215,294531,16162,220072,14213,340935,151000,82127,169169,128960,137438,7483,1
61755,33,189508,0.05,6,4,-2,5,8,1,324266,343282,393227,163873,347598,356209,176364,182983,69075,72290,176386,32091,2
827203,28,41143,0.15,0,-1,-2,-2,0,6,314757,318883,286083,284191,79512,57787,138409,160881,137400,56123,95182,34613,0
430129,64,110841,0.65,0,7,1,7,0,4,485674,80811,228623,157764,298189,421309,27120,43320,190114,176527,76726,8335,1
658841,68,172963,0.49,1,-1,0,7,4,-2,371204,398271,186223,62404,73818,289849,17527,32612,168091,193111,113475,175157,1
184962,52,66306,0.6,4,3,8,6,6,4,254254,1981,45829,424847,304150,40365,177551,194177,131395,172445,121213,39429,1
930808,65,150233,0.97,4,-2,6,4,8,8,277512,96536,69051,399711,275479,224191,33398,138585,73613,145733,114100,15060,2
306760,37,128350,0.76,-1,4,7,-2,8,2,191468,302141,219403,16314,275417,43777,168431,191326,121746,33566,195892,184883,2
67175,54,111487,0.97,1,3,6,4,4,-1,8144,146323,144723,288027,289621,472852,27157,186068,188772,97777,101748,100328,2
902119,58,153402,0.59,5,0,6,0,6,-1,468626,47994,341483,273650,61672,417032,111035,90552,172913,164585,23764,122962,1
921415,22,53128,0.0,1,5,4,5,2,-2,276182,291988,62749,154861,340691,29544,134907,104094,43791,93684,3144,78205,1
531503,53,98955,0.09,5,-2,7,4,6,5,302164,226762,218863,380308,301752,475311,72168,157191,169707,80217,171486,47663,2
800071,30,48157,0.7,3,1,-2,-2,3,5,425072,3498,299795,355168,298480,217346,144371,73189,6969,127122,70532,188884,2
729648,69,36525,0.31,2,5,4,6,2,8,224138,351565,381822,392051,48562,44052,165760,181247,88127,135423,15989,47444,1
96629,34,175472,0.41,6,6,7,-1,5,4,39504,260174,347461,34464,437809,350045,120864,85937,26949,28779,145831,175412,1
691067,43,189988,0.68,-1,-1,7,8,5,5,80771,320282,321177,361585,487065,2865,181361,183268,54269,126087,116938,50173,1
228872,69,199086,0.33,5,3,6,-2,4,5,282214,48990,384074,141121,220305,322600,154388,158506,143008,171483,37040,94293,1
742727,61,26756,0.87,6,5,5,1,3,5,452758,339652,359299,482247,406544,327278,98014,154234,180069,44849,19527,57325,2
520970,69,102723,0.39,5,8,2,-1,6,5,136310,289786,184997,378883,416766,169460,115187,192977,67927,116253,128421,70375,1
380657,37,84613,0.04,2,0,3,2,3,7,166898,305010,94542,155106,260784,354096,16680,184581,157531,160685,115627,72778,1
657050,56,25760,0.98,5,5,6,-1,1,5,188051,363892,112521,380027,144758,273747,74987,87859,45305,123403,180520,178848,2
210094,50,39937,0.49,-1,5,4,-2,-2,-1,86253,214296,260243,279577,161054,48975,185104,161341,133092,61266,27630,94114,1
774689,47,88786,0.35,6,0,3,-1,8,8,407233,121033,405017,159223,281966,195962,122648,176428,38392,106041,169851,195278,1
969163,33,167036,0.9,-1,1,8,-1,5,1,348940,207534,484707,37014,451665,352448,26318,162177,188545,10157,190660,191481,2
107941,24,194828,0.86,-2,0,-1,-2,8,0,141920,114666,446503,113898,302165,368008,32744,172683,186349,137599,80652,66563,2
355617,47,73468,0.04,2,0,2,6,1,7,317066,443574,328397,460876,141449,447157,149821,75239,44028,56880,104214,64,1
760958,19,21941,0.81,4,2,4,8,0,-2,86513,53241,222869,279273,404548,445934,192967,182718,179029,187633,94868,173448,2
66040,29,117885,0.49,7,4,0,7,0,-1,380545,183583,499389,292745,178030,138490,21230,190310,135836,36190,164637,23624,1
119806,60,127427,0.67,1,-1,8,2,6,-1,423793,234215,32632,469251,73506,99419,83036,158164,73276,70173,172319,55935,1
718646,57,34120,0.15,0,0,-1,8,0,3,18038,144955,319009,358134,301916,24085,86253,38213,39120,139017,34675,182300,0
250211,18,48807,0.67,8,6,8,-1,0,8,206943,225052,478374,276794,472549,204021,21645,100505,78882,80654,76799,162099,1
686364,20,120969,0.23,1,0,2,2,2,5,287820,130941,480572,47602,23879,22375,113508,134927,8135,186391,39053,86722,1
105916,25,23312,0.12,-1,3,3,5,6,0,425605,124371,458727,400128,461355,96236,131179,174021,106704,131105,34765,112226,0
722960,43,18813,0.13,-2,3,3,-2,5,-1,249300,248179,204557,375900,303936,230922,115917,179946,131383,60304,149610,184344,0
445507,57,37857,0.3,3,2,8,7,0,5,463446,339324,368689,51793,441145,491317,101,134894,95143,159584,99212,20650,1
456339,28,103147,0.99,0,3,3,3,7,6,192423,16884,294013,379417,308224,59466,97751,144336,131134,18457,152513,76630,2
840243,38,161612,0.05,7,8,4,2,6,2,124740,351823,168539,175702,128739,463686,183214,51078,35500,54599,40665,149644,2
605564,22,122240,0.33,3,8,6,1,-1,0,495095,50709,455368,482269,28238,313306,15104,197919,137892,73445,188576,130429,1
235217,57,85017,0.53,-2,-1,4,5,-2,2,221123,340507,101857,384445,190489,212653,190367,172708,147081,51489,178696,195285,1
917481,43,127962,0.21,8,4,-2,3,4,1,130648,107024,238332,297134,250009,230583,93744,158813,26441,32945,94192,175922,2
251750,38,161985,0.96,8,1,-2,2,3,6,206878,111120,221158,305814,67461,349180,165505,93802,139239,137665,78087,119368,2
269854,26,183383,0.46,3,2,6,1,8,4,365969,472793,375093,398137,343732,220429,71499,106231,142131,74974,165812,129924,1
796403,34,109066,0.69,-1,3,0,3,4,2,97895,195549,217742,96077,186464,304632,131647,48737,21708,93833,185208,59034,1
994218,54,55635,0.36,4,1,5,8,-2,8,471900,469238,424496,106092,417462,367174,57293,132597,13015,118057,14609,77600,1
761045,68,174009,0.19,2,6,-2,8,-1,5,331522,304917,333060,318956,299319,75239,141854,6244,89790,39265,32321,78766,1
717554,68,30859,0.3,3,3,1,7,2,-1,59238,55616,460623,168870,424004,164038,92421,3564,27984,67923,165611,192748,1
385206,19,185883,0.28,7,8,0,6,0,1,399891,271092,465401,409245,428532,43852,199935,145422,117082,101465,20398,28831,2
200434,68,49543,0.85,0,1,8,2,3,-2,230260,417025,359402,150964,144732,472454,71626,53524,135258,123276,170720,175890,2
890931,64,16908,0.01,4,4,4,0,7,0,34938,69137,395416,37607,12591,106822,92989,41753,132933,31804,112615,46815,2
620569,57,112085,0.89,7,4,0,-2,4,6,63209,445120,27173,302964,188344,310446,154174,14496,60310,89086,187817,176472,2
881284,45,140535,0.39,2,1,2,-1,2,0,327031,187205,138571,103547,112001,492605,100225,44668,16240,95604,144726,67855,1
836408,44,64739,0.62,4,-2,-1,6,6,5,158042,237520,27282,174152,392389,163114,177593,190166,70394,45169,153743,103079,1
827981,57,86681,0.81,1,2,0,-2,-1,6,39736,488437,406600,475315,209787,83116,126990,175015,40990,47176,29252,72313,2
554869,18,74374,0.46,-1,1,-2,4,3,-2,454543,1134,89485,478737,407996,329885,185519,21595,146542,12669,58452,166047,1
753196,63,64534,0.09,1,-1,0,7,4,5,204858,333578,8098,27256,118604,461315,144320,7426,69688,128118,10674,106223,1
578883,28,56649,0.54,7,6,5,8,3,0,481097,22732,488155,4877,53881,114544,64929,173012,187670,148771,161672,38260,1
670218,56,20231,0.12,-1,7,0,0,4,5,345096,238737,404685,301985,203509,488183,90149,13901,26051,145189,178578,107956,0
196474,35,86540,0.82,1,2,-2,6,0,6,301424,301036,414947,182464,477750,215671,168940,71227,151195,47667,35482,47482,2
311745,44,88931,0.65,-2,-1,3,-1,4,7,57750,466749,425162,164183,462551,265496,101172,152213,68938,196010,4155,84801,1
770643,64,125577,0.59,4,0,-2,8,8,6,3143,180338,104061,30421,46476,234993,88140,114303,129632,101997,104418,19491,1
404820,27,127365,0.0,1,7,0,7,5,3,290273,138374,341094,10835,475526,415751,102237,185896,169140,63072,35354,51705,1
748083,53,150193,0.96,3,-1,-1,5,5,2,332466,169861,450601,168399,234170,40372,150452,20531,81372,99227,188475,166937,2
232394,38,82412,0.13,6,-1,8,-1,8,1,374451,462208,158967,202301,11382,449593,150244,123063,13724,128723,72799,131919,2
752124,45,147662,0.18,2,-2,0,3,8,2,7934,106425,260830,254069,10026,425752,76073,15930,54041,158112,12346,73069,1
468127,18,196091,0.99,-1,0,7,8,5,6,184694,412797,171596,211934,309451,235495,149146,124834,81056,34241,91611,93979,2
796648,31,76713,0.09,-1,-1,7,-2,3,4,258893,48815,14097,285183,383060,377336,170349,66463,148713,117580,18365,65265,0
855837,37,45487,0.74,6,7,-1,8,5,2,495949,203309,432085,23714,289883,83129,154431,73779,81430,127576,22004,79026,2
108122,69,17064,0.09,2,3,-2,8,-2,1,240165,254423,293995,201846,31189,231811,20289,186717,62760,163066,84547,73674,1
804849,26,57447,0.73,5,7,8,0,-2,8,213453,253218,143933,85784,336330,93446,147515,168790,61305,169261,2042,122672,2
282661,62,148417,0.89,2,3,2,8,4,8,488669,397811,134905,212249,280706,287382,153949,60964,94726,196176,157777,51659,2
703197,44,115944,0.35,-1,1,1,-2,-1,6,180675,331470,219958,119005,3834,347445,38566,21088,48370,19118,138348,60634,1
315591,66,112675,0.31,1,5,-2,1,5,7,273373,303155,450309,378574,412434,337464,100997,188508,60611,86416,187565,22165,1
234215,69,48818,0.93,1,8,0,2,8,7,170828,218433,421349,305250,117657,411300,147254,48829,189878,4248,136907,89970,2
60662,21,125774,0.07,4,4,7,2,0,-1,45492,344919,5526,234812,31714,147658,34519,59419,14258,5123,129592,188906,2
506217,54,34971,0.35,2,-1,2,7,7,-2,98980,234517,190320,41000,389658,145120,107205,109798,125192,149620,132141,52855,1
632570,35,136506,0.65,6,8,4,2,1,0,265819,451017,2537,452215,198090,174522,10036,146692,191377,189365,54190,163262,1
448115,48,141283,0.69,-2,-2,-2,0,-2,5,404371,330653,271139,498075,14934,25212,29917,27601,76675,75110,199504,169794,1
865014,66,192607,0.45,4,2,6,5,0,3,243946,41893,92860,317389,198989,123809,181989,32639,160148,25955,117535,94500,1
641759,56,152455,0.85,5,2,4,0,1,7,276956,402677,122857,349738,428808,196467,185444,22293,188236,25688,59057,41511,2
697801,27,29847,0.85,5,3,0,0,-1,6,86795,197956,234363,437920,64268,466255,12380,459,108741,122193,153560,60108,2
223285,26,128953,0.82,7,0,7,0,-1,1,194631,362406,87666,449983,5805,401005,157534,124947,168827,37902,196820,65764,2
681866,45,19899,0.17,4,-1,2,4,-1,5,344606,172453,362437,397934,153742,44639,15542,11283,44350,169524,159730,69543,2
912303,45,183374,0.65,8,1,2,3,2,5,98893,328984,127878,265914,151650,389730,151621,186260,116022,116502,195807,151795,1
657493,30,177563,0.85,5,8,4,-1,8,1,18586,334446,100648,236772,239315,260344,49454,91433,102512,33474,79474,178771,2
910513,35,179362,0.09,-2,5,-1,1,-2,-2,473653,340784,92053,373572,220290,263166,2936,181246,53941,162675,101357,124042,0
942215,29,56530,0.24,4,-2,1,3,2,4,283859,458177,261165,250715,291377,139784,192154,34508,94081,99497,130807,132969,2
284631,25,44954,0.98,3,8,2,2,-1,1,59718,178448,345637,10692,426972,138750,179051,80737,26258,114568,53509,28673,2
133805,40,34723,0.46,8,4,0,4,0,1,194037,302691,437967,56292,475504,429990,189395,34160,31407,174849,94689,66004,1
174698,67,84744,0.53,-1,-1,6,3,6,2,274722,430493,291190,163958,45364,365070,6424,145590,148233,158258,92589,154719,1
218902,22,78381,0.35,1,0,4,1,5,3,463485,72439,164319,93091,386366,188535,149741,73973,117533,131622,145394,161143,1
974570,24,67625,0.39,5,-1,5,8,-2,2,200449,361686,259372,188303,205621,198958,118670,183361,81863,49239,167921,116198,1
60712,32,45955,0.89,-2,0,7,-1,0,-1,68452,367714,295725,246922,107520,208398,65671,89599,123747,62368,40791,27345,2
393671,20,151197,0.21,2,8,-1,2,5,-2,227824,151691,72518,55950,177895,21212,43454,45330,168416,171538,165771,13393,1
965885,35,71920,0.28,1,0,3,-2,2,0,121025,241983,243774,140597,304112,355370,140064,73948,9700,115321,72197,813,1
701176,55,89574,0.5,8,2,-1,6,8,1,365550,327001,67628,132830,191597,46617,189148,42558,190078,116807,29727,19037,1
806686,43,196558,0.31,0,2,2,2,-2,6,197903,456012,163097,370848,349935,112798,150279,175086,43340,43954,151727,15104,1
568680,55,194367,0.89,-2,0,3,-2,3,6,186077,377929,424603,47448,220343,440316,113846,171486,20248,168601,128874,99887,2
246437,69,189929,0.63,8,4,1,1,1,4,447668,78287,72575,74183,234928,33304,9712,181952,195496,6439,175470,15910,1
661473,50,53963,0.5,3,3,4,8,5,7,81152,369877,333986,59896,210841,268708,176833,951,54692,77708,67387,117835,1
411995,38,57871,0.6,-1,6,5,-1,1,3,359088,337035,409756,215923,222730,66493,52371,78691,93227,55814,71275,142017,1
474022,34,31683,0.02,2,1,4,-2,-2,-1,168266,397973,403753,188162,36427,81515,169351,133838,2341,172712,172116,159729,1
586498,60,19958,0.74,6,-2,7,7,8,3,379996,225140,94284,81564,382498,497451,197286,26848,144851,3802,7056,142567,2
86972,19,130773,0.34,7,8,6,5,-2,2,119200,341413,433681,343163,209062,364267,89902,75444,158903,100987,93719,23959,1
811254,42,47851,0.61,-2,7,2,-1,2,4,353157,35502,437106,262887,190799,320158,51590,53921,24228,106401,83849,117369,1
346280,58,88451,0.83,4,4,2,7,3,-2,314259,202715,249197,163537,358150,292149,178524,80877,39008,42486,57485,181364,2
487513,36,133744,0.35,0,3,0,0,4,1,204109,20360,59993,72608,59572,26773,167375,135685,117200,198933,18493,107506,1
952877,55,47585,0.04,-2,2,4,-1,5,7,290828,445395,488118,405414,388468,238325,77302,95881,191490,48404,145894,178738,0
852377,42,131380,0.0,4,1,5,8,1,8,42554,452490,325740,453383,494926,367578,155573,183847,66054,1510,72905,47924,2
800561,56,125070,0.86,7,2,7,5,-1,8,138865,78921,185140,411498,234058,264978,135149,101287,17856,77096,78014,147856,2
391324,21,186666,0.55,4,3,0,-1,-1,4,270591,228855,386677,488103,64589,325374,80459,25502,142339,59713,53821,97911,1
382597,20,159378,0.65,3,2,3,0,6,-1,489438,361100,39510,392523,33423,310981,43694,72660,35759,48892,94876,153886,1
921836,51,101905,0.6,6,-2,2,1,2,1,452268,499700,221483,31573,149850,52870,163688,146928,154828,130437,7842,112644,1
980728,59,61714,0.17,8,7,7,5,0,3,367473,219476,137635,366532,9497,354463,153098,45631,197821,70277,33156,38425,2
53052,27,118314,0.04,-1,0,2,6,-2,6,482157,100668,409523,416274,437655,434932,195838,190632,20536,11704,4051,166574,0
339416,66,172674,0.24,3,1,4,7,1,0,373450,275676,244750,244058,159867,46135,2409,174833,121433,89409,156962,117538,2
353294,44,134286,0.99,8,-1,8,3,1,0,126258,229052,330459,103631,118078,170832,178434,70412,9341,130780,152647,130903,2
801564,65,84406,0.42,-1,4,1,5,3,6,154874,98808,406685,295325,376425,398648,84258,42036,157387,138516,196003,72129,1
198388,43,93517,0.93,-1,-2,1,2,-2,-1,173631,238743,157674,408327,297261,13772,144689,12590,183144,72671,117727,158305,2
496605,44,82261,0.26,4,6,6,-2,-2,6,53290,284995,261322,458027,184964,174673,52018,119591,142704,55353,181649,44192,2
712600,18,148882,0.72,1,4,3,2,5,-2,170306,299137,465807,373588,119535,94164,82061,62453,97998,142224,99583,112125,2
933527,61,111570,0.03,5,7,7,-2,-2,7,369585,151742,247422,257793,32342,356091,38539,181169,96622,198158,178493,175263,2
380918,37,118865,0.01,8,5,2,0,1,-2,24235,308337,292493,444268,461198,386414,146487,46306,150038,15433,109581,66691,2
879607,69,82830,0.47,2,1,8,7,-2,0,291693,485352,468046,334147,108234,278159,115944,34761,153844,84127,187211,58213,1
443781,42,91040,0.65,4,3,4,1,3,7,14974,170186,496751,201753,338859,142128,82881,58005,38274,152457,173109,143210,1
66375,27,56384,0.96,-1,6,-2,5,3,0,240390,360750,439547,165596,426216,230692,86242,42152,75340,180385,146768,176576,2
599998,18,118194,0.03,7,2,4,-2,5,-2,42723,320644,425973,27740,358479,456536,115417,13955,118385,196604,132599,33955,2
755255,33,151249,0.99,-1,8,5,-2,-1,-2,218374,246952,371113,234539,58941,169151,167934,77699,192828,135122,128049,156106,2
828912,28,184443,0.47,0,8,6,2,2,6,56016,125091,10300,201614,366660,145451,107448,19370,101562,105414,83330,163947,1
720534,21,66523,0.77,2,2,8,1,8,2,45617,176742,430461,181023,155973,121698,28741,88410,106493,109073,111742,178803,2
419170,52,173487,0.65,5,3,-1,1,2,1,258858,7141,26869,397976,434917,139465,157298,32789,58384,188825,65753,47764,1
530545,30,118922,0.25,6,5,0,3,-2,-2,382720,221684,177152,467627,222345,140622,6605,141844,6517,28495,71049,178154,2
77597,38,72405,0.33,5,1,1,4,3,1,217163,435781,59248,54336,441352,62897,128210,64782,147386,80128,109981,82163,1
386433,32,62696,0.59,-1,1,-2,-1,1,6,373238,440802,241241,399440,231210,377167,113971,196084,41941,44301,90387,147376,1
481613,27,134746,0.1,2,2,1,4,-2,-2,69120,107618,124898,4196,215541,4597,191662,3564,1749,97978,110409,155991,1
135687,55,166014,0.77,0,5,-1,-2,1,2,84629,163387,459536,215312,191642,206403,121758,104609,196612,10463,134961,195120,2
168968,28,82320,0.8,1,5,7,6,7,-2,478955,167045,13337,264459,253192,224470,120316,196801,100192,181910,136995,88366,2
614562,49,17916,0.82,0,1,4,2,8,-2,103365,454484,415232,467847,226875,246577,124252,60582,73171,19409,6697,36144,2
517453,50,113818,0.85,0,1,-2,7,2,6,143950,77953,11291,121690,372175,89758,195550,15612,151517,159993,81853,137361,2
253570,37,109955,0.69,-1,5,4,1,2,2,455695,477092,26777,480420,230275,488260,81346,103973,151736,1603,199983,170310,1
481413,53,70346,0.74,0,7,6,7,7,6,427427,367151,305894,221454,45165,90283,104956,144182,99178,74890,123242,17751,2
622922,47,199936,0.59,7,2,6,7,2,0,338940,432437,9307,69809,2032,387958,191991,155350,168034,20635,50432,21035,1
866473,27,25831,0.23,8,-1,-1,0,7,6,461644,165009,478343,404789,398054,272485,39094,75665,42683,112943,37381,77907,2
974752,32,45136,0.08,5,3,7,1,2,6,119672,454509,49563,429926,408031,415397,61269,36192,14562,22431,167407,187232,2
397509,46,145860,0.18,5,0,1,6,4,7,104115,267439,413200,115434,357077,86181,67297,14110,95715,189075,99737,138950,2
969707,18,53304,0.19,7,2,1,5,-2,1,216075,72536,14588,318569,82309,96288,183303,93419,147463,195729,98428,168225,2
